index,gene_id
6443,ENSMUSG00000028069
6444,ENSMUSG00000028070
6445,ENSMUSG00000028071
6446,ENSMUSG00000028072
6447,ENSMUSG00000028073
6448,ENSMUSG00000028076
6449,ENSMUSG00000028078
6450,ENSMUSG00000028080
6451,ENSMUSG00000028081
6452,ENSMUSG00000028082
6453,ENSMUSG00000028085
6454,ENSMUSG00000028086
6455,ENSMUSG00000028088
6456,ENSMUSG00000028089
6457,ENSMUSG00000028093
6458,ENSMUSG00000028096
6459,ENSMUSG00000028098
6460,ENSMUSG00000028099
6461,ENSMUSG00000028100
6462,ENSMUSG00000028101
6463,ENSMUSG00000028102
6464,ENSMUSG00000028104
6465,ENSMUSG00000028106
6466,ENSMUSG00000028107
6467,ENSMUSG00000028108
6468,ENSMUSG00000028109
6469,ENSMUSG00000028111
6470,ENSMUSG00000028114
6471,ENSMUSG00000028115
6472,ENSMUSG00000028116
6473,ENSMUSG00000028121
6474,ENSMUSG00000028124
6475,ENSMUSG00000028125
6476,ENSMUSG00000028126
6477,ENSMUSG00000028127
6478,ENSMUSG00000028128
6479,ENSMUSG00000028132
6480,ENSMUSG00000028133
6481,ENSMUSG00000028134
6482,ENSMUSG00000028136
6483,ENSMUSG00000028137
6484,ENSMUSG00000028138
6485,ENSMUSG00000028139
6486,ENSMUSG00000028140
6487,ENSMUSG00000028141
6488,ENSMUSG00000028145
6489,ENSMUSG00000028148
6490,ENSMUSG00000028149
6491,ENSMUSG00000028150
6492,ENSMUSG00000028152
6493,ENSMUSG00000028156
6494,ENSMUSG00000028158
6495,ENSMUSG00000028159
6496,ENSMUSG00000028161
6497,ENSMUSG00000028163
6498,ENSMUSG00000028164
6499,ENSMUSG00000028165
6500,ENSMUSG00000028167
6501,ENSMUSG00000028172
6502,ENSMUSG00000028173
6503,ENSMUSG00000028174
6504,ENSMUSG00000028175
6505,ENSMUSG00000028176
6506,ENSMUSG00000028177
6507,ENSMUSG00000028179
6508,ENSMUSG00000028180
6509,ENSMUSG00000028182
6510,ENSMUSG00000028184
6511,ENSMUSG00000028185
6512,ENSMUSG00000028186
6513,ENSMUSG00000028187
6514,ENSMUSG00000028188
6515,ENSMUSG00000028189
6516,ENSMUSG00000028191
6517,ENSMUSG00000028194
6518,ENSMUSG00000028195
6519,ENSMUSG00000028197
6520,ENSMUSG00000028199
6521,ENSMUSG00000028207
6522,ENSMUSG00000028211
6523,ENSMUSG00000028212
6524,ENSMUSG00000028214
6525,ENSMUSG00000028217
6526,ENSMUSG00000028218
6527,ENSMUSG00000028221
6528,ENSMUSG00000028222
6529,ENSMUSG00000028223
6530,ENSMUSG00000028224
6531,ENSMUSG00000028226
6532,ENSMUSG00000028228
6533,ENSMUSG00000028229
6534,ENSMUSG00000028232
6535,ENSMUSG00000028233
6536,ENSMUSG00000028234
6537,ENSMUSG00000028236
6538,ENSMUSG00000028238
6539,ENSMUSG00000028240
6540,ENSMUSG00000028243
6541,ENSMUSG00000028244
6542,ENSMUSG00000028245
6543,ENSMUSG00000028246
6544,ENSMUSG00000028247
6545,ENSMUSG00000028248
6546,ENSMUSG00000028249
6547,ENSMUSG00000028251
6548,ENSMUSG00000028252
6549,ENSMUSG00000028255
6550,ENSMUSG00000028256
6551,ENSMUSG00000028259
6552,ENSMUSG00000028261
6553,ENSMUSG00000028262
6554,ENSMUSG00000028264
6555,ENSMUSG00000028266
6556,ENSMUSG00000028268
6557,ENSMUSG00000028270
6558,ENSMUSG00000028271
6559,ENSMUSG00000028273
6560,ENSMUSG00000028274
6561,ENSMUSG00000028277
6562,ENSMUSG00000028278
6563,ENSMUSG00000028280
6564,ENSMUSG00000028282
6565,ENSMUSG00000028284
6566,ENSMUSG00000028287
6567,ENSMUSG00000028289
6568,ENSMUSG00000028291
6569,ENSMUSG00000028292
6570,ENSMUSG00000028293
6571,ENSMUSG00000028294
6572,ENSMUSG00000028295
6573,ENSMUSG00000028298
6574,ENSMUSG00000028300
6575,ENSMUSG00000028307
6576,ENSMUSG00000028309
6577,ENSMUSG00000028310
6578,ENSMUSG00000028312
6579,ENSMUSG00000028314
6580,ENSMUSG00000028318
6581,ENSMUSG00000028322
6582,ENSMUSG00000028327
6583,ENSMUSG00000028328
6584,ENSMUSG00000028329
6585,ENSMUSG00000028330
6586,ENSMUSG00000028331
6587,ENSMUSG00000028332
6588,ENSMUSG00000028333
6589,ENSMUSG00000028334
6590,ENSMUSG00000028337
6591,ENSMUSG00000028339
6592,ENSMUSG00000028341
6593,ENSMUSG00000028343
6594,ENSMUSG00000028344
6595,ENSMUSG00000028345
6596,ENSMUSG00000028347
6597,ENSMUSG00000028348
6598,ENSMUSG00000028351
6599,ENSMUSG00000028354
6600,ENSMUSG00000028356
6601,ENSMUSG00000028357
6602,ENSMUSG00000028358
6603,ENSMUSG00000028359
6604,ENSMUSG00000028360
6605,ENSMUSG00000028362
6606,ENSMUSG00000028364
6607,ENSMUSG00000028367
6608,ENSMUSG00000028369
6609,ENSMUSG00000028370
6610,ENSMUSG00000028373
6611,ENSMUSG00000028378
6612,ENSMUSG00000028381
6613,ENSMUSG00000028382
6614,ENSMUSG00000028383
6615,ENSMUSG00000028385
6616,ENSMUSG00000028386
6617,ENSMUSG00000028389
6618,ENSMUSG00000028391
6619,ENSMUSG00000028392
6620,ENSMUSG00000028393
6621,ENSMUSG00000028394
6622,ENSMUSG00000028396
6623,ENSMUSG00000028397
6624,ENSMUSG00000028398
6625,ENSMUSG00000028399
6626,ENSMUSG00000028402
6627,ENSMUSG00000028403
6628,ENSMUSG00000028405
6629,ENSMUSG00000028407
6630,ENSMUSG00000028409
6631,ENSMUSG00000028410
6632,ENSMUSG00000028411
6633,ENSMUSG00000028412
6634,ENSMUSG00000028413
6635,ENSMUSG00000028414
6636,ENSMUSG00000028415
6637,ENSMUSG00000028416
6638,ENSMUSG00000028417
6639,ENSMUSG00000028419
6640,ENSMUSG00000028420
6641,ENSMUSG00000028423
6642,ENSMUSG00000028426
6643,ENSMUSG00000028427
6644,ENSMUSG00000028430
6645,ENSMUSG00000028431
6646,ENSMUSG00000028433
6647,ENSMUSG00000028434
6648,ENSMUSG00000028435
6649,ENSMUSG00000028436
6650,ENSMUSG00000028437
6651,ENSMUSG00000028438
6652,ENSMUSG00000028439
6653,ENSMUSG00000028441
6654,ENSMUSG00000028443
6655,ENSMUSG00000028444
6656,ENSMUSG00000028445
6657,ENSMUSG00000028447
6658,ENSMUSG00000028451
6659,ENSMUSG00000028452
6660,ENSMUSG00000028453
6661,ENSMUSG00000028454
6662,ENSMUSG00000028455
6663,ENSMUSG00000028456
6664,ENSMUSG00000028457
6665,ENSMUSG00000028458
6666,ENSMUSG00000028459
6667,ENSMUSG00000028460
6668,ENSMUSG00000028461
6669,ENSMUSG00000028463
6670,ENSMUSG00000028464
6671,ENSMUSG00000028465
6672,ENSMUSG00000028466
6673,ENSMUSG00000028467
6674,ENSMUSG00000028468
6675,ENSMUSG00000028469
6676,ENSMUSG00000028470
6677,ENSMUSG00000028475
6678,ENSMUSG00000028476
6679,ENSMUSG00000028478
6680,ENSMUSG00000028479
6681,ENSMUSG00000028480
6682,ENSMUSG00000028483
6683,ENSMUSG00000028484
6684,ENSMUSG00000028487
6685,ENSMUSG00000028488
6686,ENSMUSG00000028492
6687,ENSMUSG00000028494
6688,ENSMUSG00000028495
6689,ENSMUSG00000028496
6690,ENSMUSG00000028497
6691,ENSMUSG00000028514
6692,ENSMUSG00000028517
6693,ENSMUSG00000028518
6694,ENSMUSG00000028519
6695,ENSMUSG00000028520
6696,ENSMUSG00000028521
6697,ENSMUSG00000028522
6698,ENSMUSG00000028523
6699,ENSMUSG00000028524
6700,ENSMUSG00000028525
6701,ENSMUSG00000028527
6702,ENSMUSG00000028528
6703,ENSMUSG00000028530
6704,ENSMUSG00000028532
6705,ENSMUSG00000028533
6706,ENSMUSG00000028536
6707,ENSMUSG00000028538
6708,ENSMUSG00000028539
6709,ENSMUSG00000028540
6710,ENSMUSG00000028541
6711,ENSMUSG00000028542
6712,ENSMUSG00000028544
6713,ENSMUSG00000028545
6714,ENSMUSG00000028546
6715,ENSMUSG00000028549
6716,ENSMUSG00000028550
6717,ENSMUSG00000028551
6718,ENSMUSG00000028552
6719,ENSMUSG00000028553
6720,ENSMUSG00000028555
6721,ENSMUSG00000028556
6722,ENSMUSG00000028557
6723,ENSMUSG00000028558
6724,ENSMUSG00000028559
6725,ENSMUSG00000028560
6726,ENSMUSG00000028563
6727,ENSMUSG00000028565
6728,ENSMUSG00000028567
6729,ENSMUSG00000028568
6730,ENSMUSG00000028571
6731,ENSMUSG00000028572
6732,ENSMUSG00000028573
6733,ENSMUSG00000028575
6734,ENSMUSG00000028576
6735,ENSMUSG00000028577
6736,ENSMUSG00000028578
6737,ENSMUSG00000028580
6738,ENSMUSG00000028581
6739,ENSMUSG00000028582
6740,ENSMUSG00000028583
6741,ENSMUSG00000028584
6742,ENSMUSG00000028587
6743,ENSMUSG00000028589
6744,ENSMUSG00000028590
6745,ENSMUSG00000028591
6746,ENSMUSG00000028593
6747,ENSMUSG00000028597
6748,ENSMUSG00000028599
6749,ENSMUSG00000028600
6750,ENSMUSG00000028601
6751,ENSMUSG00000028602
6752,ENSMUSG00000028603
6753,ENSMUSG00000028607
6754,ENSMUSG00000028608
6755,ENSMUSG00000028609
6756,ENSMUSG00000028610
6757,ENSMUSG00000028612
6758,ENSMUSG00000028613
6759,ENSMUSG00000028614
6760,ENSMUSG00000028617
6761,ENSMUSG00000028618
6762,ENSMUSG00000028619
6763,ENSMUSG00000028621
6764,ENSMUSG00000028622
6765,ENSMUSG00000028626
6766,ENSMUSG00000028629
6767,ENSMUSG00000028630
6768,ENSMUSG00000028631
6769,ENSMUSG00000028633
6770,ENSMUSG00000028634
6771,ENSMUSG00000028635
6772,ENSMUSG00000028636
6773,ENSMUSG00000028637
6774,ENSMUSG00000028639
6775,ENSMUSG00000028640
6776,ENSMUSG00000028641
6777,ENSMUSG00000028642
6778,ENSMUSG00000028643
6779,ENSMUSG00000028644
6780,ENSMUSG00000028645
6781,ENSMUSG00000028646
6782,ENSMUSG00000028647
6783,ENSMUSG00000028648
6784,ENSMUSG00000028649
6785,ENSMUSG00000028651
6786,ENSMUSG00000028653
6787,ENSMUSG00000028654
6788,ENSMUSG00000028655
6789,ENSMUSG00000028656
6790,ENSMUSG00000028657
6791,ENSMUSG00000028661
6792,ENSMUSG00000028664
6793,ENSMUSG00000028668
6794,ENSMUSG00000028669
6795,ENSMUSG00000028670
6796,ENSMUSG00000028671
6797,ENSMUSG00000028672
6798,ENSMUSG00000028673
6799,ENSMUSG00000028675
6800,ENSMUSG00000028676
6801,ENSMUSG00000028677
6802,ENSMUSG00000028678
6803,ENSMUSG00000028680
6804,ENSMUSG00000028681
6805,ENSMUSG00000028683
6806,ENSMUSG00000028684
6807,ENSMUSG00000028687
6808,ENSMUSG00000028688
6809,ENSMUSG00000028689
6810,ENSMUSG00000028690
6811,ENSMUSG00000028691
6812,ENSMUSG00000028692
6813,ENSMUSG00000028693
6814,ENSMUSG00000028696
6815,ENSMUSG00000028698
6816,ENSMUSG00000028699
6817,ENSMUSG00000028700
6818,ENSMUSG00000028701
6819,ENSMUSG00000028702
6820,ENSMUSG00000028703
6821,ENSMUSG00000028706
6822,ENSMUSG00000028707
6823,ENSMUSG00000028708
6824,ENSMUSG00000028709
6825,ENSMUSG00000028710
6826,ENSMUSG00000028712
6827,ENSMUSG00000028713
6828,ENSMUSG00000028715
6829,ENSMUSG00000028716
6830,ENSMUSG00000028717
6831,ENSMUSG00000028718
6832,ENSMUSG00000028719
6833,ENSMUSG00000028729
6834,ENSMUSG00000028730
6835,ENSMUSG00000028736
6836,ENSMUSG00000028737
6837,ENSMUSG00000028738
6838,ENSMUSG00000028741
6839,ENSMUSG00000028743
6840,ENSMUSG00000028744
6841,ENSMUSG00000028745
6842,ENSMUSG00000028747
6843,ENSMUSG00000028749
6844,ENSMUSG00000028750
6845,ENSMUSG00000028751
6846,ENSMUSG00000028753
6847,ENSMUSG00000028755
6848,ENSMUSG00000028756
6849,ENSMUSG00000028757
6850,ENSMUSG00000028758
6851,ENSMUSG00000028759
6852,ENSMUSG00000028760
6853,ENSMUSG00000028763
6854,ENSMUSG00000028766
6855,ENSMUSG00000028771
6856,ENSMUSG00000028772
6857,ENSMUSG00000028773
6858,ENSMUSG00000028776
6859,ENSMUSG00000028777
6860,ENSMUSG00000028778
6861,ENSMUSG00000028779
6862,ENSMUSG00000028780
6863,ENSMUSG00000028782
6864,ENSMUSG00000028784
6865,ENSMUSG00000028785
6866,ENSMUSG00000028786
6867,ENSMUSG00000028788
6868,ENSMUSG00000028789
6869,ENSMUSG00000028790
6870,ENSMUSG00000028792
6871,ENSMUSG00000028793
6872,ENSMUSG00000028794
6873,ENSMUSG00000028795
6874,ENSMUSG00000028796
6875,ENSMUSG00000028797
6876,ENSMUSG00000028798
6877,ENSMUSG00000028799
6878,ENSMUSG00000028800
6879,ENSMUSG00000028801
6880,ENSMUSG00000028803
6881,ENSMUSG00000028804
6882,ENSMUSG00000028807
6883,ENSMUSG00000028809
6884,ENSMUSG00000028811
6885,ENSMUSG00000028813
6886,ENSMUSG00000028820
6887,ENSMUSG00000028821
6888,ENSMUSG00000028822
6889,ENSMUSG00000028825
6890,ENSMUSG00000028826
6891,ENSMUSG00000028830
6892,ENSMUSG00000028832
6893,ENSMUSG00000028833
6894,ENSMUSG00000028834
6895,ENSMUSG00000028836
6896,ENSMUSG00000028837
6897,ENSMUSG00000028838
6898,ENSMUSG00000028840
6899,ENSMUSG00000028841
6900,ENSMUSG00000028842
6901,ENSMUSG00000028843
6902,ENSMUSG00000028845
6903,ENSMUSG00000028847
6904,ENSMUSG00000028848
6905,ENSMUSG00000028849
6906,ENSMUSG00000028850
6907,ENSMUSG00000028851
6908,ENSMUSG00000028854
6909,ENSMUSG00000028857
6910,ENSMUSG00000028859
6911,ENSMUSG00000028860
6912,ENSMUSG00000028861
6913,ENSMUSG00000028862
6914,ENSMUSG00000028863
6915,ENSMUSG00000028864
6916,ENSMUSG00000028865
6917,ENSMUSG00000028868
6918,ENSMUSG00000028869
6919,ENSMUSG00000028871
6920,ENSMUSG00000028873
6921,ENSMUSG00000028874
6922,ENSMUSG00000028876
6923,ENSMUSG00000028878
6924,ENSMUSG00000028879
6925,ENSMUSG00000028882
6926,ENSMUSG00000028883
6927,ENSMUSG00000028884
6928,ENSMUSG00000028885
6929,ENSMUSG00000028886
6930,ENSMUSG00000028889
6931,ENSMUSG00000028890
6932,ENSMUSG00000028893
6933,ENSMUSG00000028894
6934,ENSMUSG00000028896
6935,ENSMUSG00000028898
6936,ENSMUSG00000028899
6937,ENSMUSG00000028901
6938,ENSMUSG00000028902
6939,ENSMUSG00000028906
6940,ENSMUSG00000028907
6941,ENSMUSG00000028909
6942,ENSMUSG00000028910
6943,ENSMUSG00000028911
6944,ENSMUSG00000028914
6945,ENSMUSG00000028917
6946,ENSMUSG00000028919
6947,ENSMUSG00000028920
6948,ENSMUSG00000028923
6949,ENSMUSG00000028926
6950,ENSMUSG00000028927
6951,ENSMUSG00000028931
6952,ENSMUSG00000028932
6953,ENSMUSG00000028933
6954,ENSMUSG00000028936
6955,ENSMUSG00000028937
6956,ENSMUSG00000028938
6957,ENSMUSG00000028940
6958,ENSMUSG00000028943
6959,ENSMUSG00000028944
6960,ENSMUSG00000028945
6961,ENSMUSG00000028946
6962,ENSMUSG00000028948
6963,ENSMUSG00000028949
6964,ENSMUSG00000028950
6965,ENSMUSG00000028952
6966,ENSMUSG00000028953
6967,ENSMUSG00000028954
6968,ENSMUSG00000028955
6969,ENSMUSG00000028957
6970,ENSMUSG00000028958
6971,ENSMUSG00000028959
6972,ENSMUSG00000028960
6973,ENSMUSG00000028961
6974,ENSMUSG00000028962
6975,ENSMUSG00000028963
6976,ENSMUSG00000028964
6977,ENSMUSG00000028965
6978,ENSMUSG00000028967
6979,ENSMUSG00000028969
6980,ENSMUSG00000028970
6981,ENSMUSG00000028971
6982,ENSMUSG00000028972
6983,ENSMUSG00000028973
6984,ENSMUSG00000028974
6985,ENSMUSG00000028975
6986,ENSMUSG00000028976
6987,ENSMUSG00000028977
6988,ENSMUSG00000028978
6989,ENSMUSG00000028979
6990,ENSMUSG00000028980
6991,ENSMUSG00000028982
6992,ENSMUSG00000028986
6993,ENSMUSG00000028988
6994,ENSMUSG00000028989
6995,ENSMUSG00000028990
6996,ENSMUSG00000028991
6997,ENSMUSG00000028992
6998,ENSMUSG00000028995
6999,ENSMUSG00000028996
7000,ENSMUSG00000028998
7001,ENSMUSG00000028999
7002,ENSMUSG00000029001
7003,ENSMUSG00000029003
7004,ENSMUSG00000029004
7005,ENSMUSG00000029005
7006,ENSMUSG00000029007
7007,ENSMUSG00000029009
7008,ENSMUSG00000029012
7009,ENSMUSG00000029014
7010,ENSMUSG00000029015
7011,ENSMUSG00000029016
7012,ENSMUSG00000029017
7013,ENSMUSG00000029019
7014,ENSMUSG00000029020
7015,ENSMUSG00000029022
7016,ENSMUSG00000029026
7017,ENSMUSG00000029027
7018,ENSMUSG00000029028
7019,ENSMUSG00000029029
7020,ENSMUSG00000029030
7021,ENSMUSG00000029032
7022,ENSMUSG00000029033
7023,ENSMUSG00000029034
7024,ENSMUSG00000029036
7025,ENSMUSG00000029038
7026,ENSMUSG00000029044
7027,ENSMUSG00000029047
7028,ENSMUSG00000029048
7029,ENSMUSG00000029049
7030,ENSMUSG00000029050
7031,ENSMUSG00000029053
7032,ENSMUSG00000029054
7033,ENSMUSG00000029055
7034,ENSMUSG00000029056
7035,ENSMUSG00000029059
7036,ENSMUSG00000029060
7037,ENSMUSG00000029061
7038,ENSMUSG00000029062
7039,ENSMUSG00000029063
7040,ENSMUSG00000029064
7041,ENSMUSG00000029066
7042,ENSMUSG00000029068
7043,ENSMUSG00000029070
7044,ENSMUSG00000029071
7045,ENSMUSG00000029072
7046,ENSMUSG00000029073
7047,ENSMUSG00000029074
7048,ENSMUSG00000029075
7049,ENSMUSG00000029076
7050,ENSMUSG00000029082
7051,ENSMUSG00000029084
7052,ENSMUSG00000029086
7053,ENSMUSG00000029088
7054,ENSMUSG00000029089
7055,ENSMUSG00000029090
7056,ENSMUSG00000029092
7057,ENSMUSG00000029093
7058,ENSMUSG00000029094
7059,ENSMUSG00000029095
7060,ENSMUSG00000029096
7061,ENSMUSG00000029097
7062,ENSMUSG00000029098
7063,ENSMUSG00000029101
7064,ENSMUSG00000029102
7065,ENSMUSG00000029103
7066,ENSMUSG00000029104
7067,ENSMUSG00000029106
7068,ENSMUSG00000029108
7069,ENSMUSG00000029110
7070,ENSMUSG00000029111
7071,ENSMUSG00000029112
7072,ENSMUSG00000029119
7073,ENSMUSG00000029120
7074,ENSMUSG00000029121
7075,ENSMUSG00000029122
7076,ENSMUSG00000029123
7077,ENSMUSG00000029125
7078,ENSMUSG00000029126
7079,ENSMUSG00000029127
7080,ENSMUSG00000029128
7081,ENSMUSG00000029130
7082,ENSMUSG00000029131
7083,ENSMUSG00000029134
7084,ENSMUSG00000029135
7085,ENSMUSG00000029136
7086,ENSMUSG00000029138
7087,ENSMUSG00000029141
7088,ENSMUSG00000029145
7089,ENSMUSG00000029146
7090,ENSMUSG00000029147
7091,ENSMUSG00000029148
7092,ENSMUSG00000029149
7093,ENSMUSG00000029151
7094,ENSMUSG00000029152
7095,ENSMUSG00000029153
7096,ENSMUSG00000029154
7097,ENSMUSG00000029155
7098,ENSMUSG00000029156
7099,ENSMUSG00000029158
7100,ENSMUSG00000029161
7101,ENSMUSG00000029162
7102,ENSMUSG00000029163
7103,ENSMUSG00000029165
7104,ENSMUSG00000029166
7105,ENSMUSG00000029167
7106,ENSMUSG00000029168
7107,ENSMUSG00000029169
7108,ENSMUSG00000029171
7109,ENSMUSG00000029173
7110,ENSMUSG00000029174
7111,ENSMUSG00000029175
7112,ENSMUSG00000029176
7113,ENSMUSG00000029177
7114,ENSMUSG00000029178
7115,ENSMUSG00000029179
7116,ENSMUSG00000029182
7117,ENSMUSG00000029184
7118,ENSMUSG00000029185
7119,ENSMUSG00000029186
7120,ENSMUSG00000029188
7121,ENSMUSG00000029189
7122,ENSMUSG00000029190
7123,ENSMUSG00000029191
7124,ENSMUSG00000029192
7125,ENSMUSG00000029193
7126,ENSMUSG00000029195
7127,ENSMUSG00000029196
7128,ENSMUSG00000029198
7129,ENSMUSG00000029199
7130,ENSMUSG00000029201
7131,ENSMUSG00000029202
7132,ENSMUSG00000029203
7133,ENSMUSG00000029204
7134,ENSMUSG00000029205
7135,ENSMUSG00000029206
7136,ENSMUSG00000029207
7137,ENSMUSG00000029208
7138,ENSMUSG00000029209
7139,ENSMUSG00000029211
7140,ENSMUSG00000029212
7141,ENSMUSG00000029213
7142,ENSMUSG00000029217
7143,ENSMUSG00000029219
7144,ENSMUSG00000029221
7145,ENSMUSG00000029223
7146,ENSMUSG00000029227
7147,ENSMUSG00000029228
7148,ENSMUSG00000029229
7149,ENSMUSG00000029231
7150,ENSMUSG00000029233
7151,ENSMUSG00000029234
7152,ENSMUSG00000029235
7153,ENSMUSG00000029236
7154,ENSMUSG00000029238
7155,ENSMUSG00000029245
7156,ENSMUSG00000029246
7157,ENSMUSG00000029247
7158,ENSMUSG00000029248
7159,ENSMUSG00000029249
7160,ENSMUSG00000029250
7161,ENSMUSG00000029253
7162,ENSMUSG00000029254
7163,ENSMUSG00000029255
7164,ENSMUSG00000029260
7165,ENSMUSG00000029263
7166,ENSMUSG00000029265
7167,ENSMUSG00000029267
7168,ENSMUSG00000029268
7169,ENSMUSG00000029269
7170,ENSMUSG00000029270
7171,ENSMUSG00000029272
7172,ENSMUSG00000029273
7173,ENSMUSG00000029275
7174,ENSMUSG00000029276
7175,ENSMUSG00000029279
7176,ENSMUSG00000029280
7177,ENSMUSG00000029281
7178,ENSMUSG00000029282
7179,ENSMUSG00000029283
7180,ENSMUSG00000029286
7181,ENSMUSG00000029287
7182,ENSMUSG00000029288
7183,ENSMUSG00000029290
7184,ENSMUSG00000029291
7185,ENSMUSG00000029298
7186,ENSMUSG00000029299
7187,ENSMUSG00000029304
7188,ENSMUSG00000029306
7189,ENSMUSG00000029307
7190,ENSMUSG00000029309
7191,ENSMUSG00000029310
7192,ENSMUSG00000029311
7193,ENSMUSG00000029312
7194,ENSMUSG00000029313
7195,ENSMUSG00000029314
7196,ENSMUSG00000029319
7197,ENSMUSG00000029320
7198,ENSMUSG00000029321
7199,ENSMUSG00000029322
7200,ENSMUSG00000029326
7201,ENSMUSG00000029328
7202,ENSMUSG00000029330
7203,ENSMUSG00000029331
7204,ENSMUSG00000029334
7205,ENSMUSG00000029335
7206,ENSMUSG00000029337
7207,ENSMUSG00000029338
7208,ENSMUSG00000029343
7209,ENSMUSG00000029344
7210,ENSMUSG00000029345
7211,ENSMUSG00000029346
7212,ENSMUSG00000029348
7213,ENSMUSG00000029352
7214,ENSMUSG00000029359
7215,ENSMUSG00000029360
7216,ENSMUSG00000029361
7217,ENSMUSG00000029363
7218,ENSMUSG00000029364
7219,ENSMUSG00000029366
7220,ENSMUSG00000029368
7221,ENSMUSG00000029369
7222,ENSMUSG00000029370
7223,ENSMUSG00000029371
7224,ENSMUSG00000029372
7225,ENSMUSG00000029373
7226,ENSMUSG00000029375
7227,ENSMUSG00000029376
7228,ENSMUSG00000029377
7229,ENSMUSG00000029378
7230,ENSMUSG00000029379
7231,ENSMUSG00000029380
7232,ENSMUSG00000029381
7233,ENSMUSG00000029384
7234,ENSMUSG00000029385
7235,ENSMUSG00000029386
7236,ENSMUSG00000029387
7237,ENSMUSG00000029388
7238,ENSMUSG00000029389
7239,ENSMUSG00000029390
7240,ENSMUSG00000029392
7241,ENSMUSG00000029394
7242,ENSMUSG00000029397
7243,ENSMUSG00000029401
7244,ENSMUSG00000029402
7245,ENSMUSG00000029403
7246,ENSMUSG00000029404
7247,ENSMUSG00000029405
7248,ENSMUSG00000029406
7249,ENSMUSG00000029407
7250,ENSMUSG00000029408
7251,ENSMUSG00000029409
7252,ENSMUSG00000029410
7253,ENSMUSG00000029413
7254,ENSMUSG00000029414
7255,ENSMUSG00000029415
7256,ENSMUSG00000029416
7257,ENSMUSG00000029417
7258,ENSMUSG00000029419
7259,ENSMUSG00000029420
7260,ENSMUSG00000029422
7261,ENSMUSG00000029423
7262,ENSMUSG00000029426
7263,ENSMUSG00000029427
7264,ENSMUSG00000029428
7265,ENSMUSG00000029430
7266,ENSMUSG00000029431
7267,ENSMUSG00000029432
7268,ENSMUSG00000029433
7269,ENSMUSG00000029434
7270,ENSMUSG00000029436
7271,ENSMUSG00000029437
7272,ENSMUSG00000029438
7273,ENSMUSG00000029439
7274,ENSMUSG00000029440
7275,ENSMUSG00000029442
7276,ENSMUSG00000029445
7277,ENSMUSG00000029446
7278,ENSMUSG00000029447
7279,ENSMUSG00000029449
7280,ENSMUSG00000029451
7281,ENSMUSG00000029452
7282,ENSMUSG00000029454
7283,ENSMUSG00000029455
7284,ENSMUSG00000029456
7285,ENSMUSG00000029458
7286,ENSMUSG00000029461
7287,ENSMUSG00000029462
7288,ENSMUSG00000029463
7289,ENSMUSG00000029464
7290,ENSMUSG00000029465
7291,ENSMUSG00000029466
7292,ENSMUSG00000029467
7293,ENSMUSG00000029468
7294,ENSMUSG00000029469
7295,ENSMUSG00000029470
7296,ENSMUSG00000029471
7297,ENSMUSG00000029472
7298,ENSMUSG00000029474
7299,ENSMUSG00000029475
7300,ENSMUSG00000029477
7301,ENSMUSG00000029478
7302,ENSMUSG00000029480
7303,ENSMUSG00000029482
7304,ENSMUSG00000029484
7305,ENSMUSG00000029486
7306,ENSMUSG00000029490
7307,ENSMUSG00000029491
7308,ENSMUSG00000029499
7309,ENSMUSG00000029500
7310,ENSMUSG00000029501
7311,ENSMUSG00000029502
7312,ENSMUSG00000029503
7313,ENSMUSG00000029504
7314,ENSMUSG00000029505
7315,ENSMUSG00000029507
7316,ENSMUSG00000029510
7317,ENSMUSG00000029512
7318,ENSMUSG00000029513
7319,ENSMUSG00000029516
7320,ENSMUSG00000029517
7321,ENSMUSG00000029518
7322,ENSMUSG00000029521
7323,ENSMUSG00000029522
7324,ENSMUSG00000029524
7325,ENSMUSG00000029526
7326,ENSMUSG00000029528
7327,ENSMUSG00000029530
7328,ENSMUSG00000029534
7329,ENSMUSG00000029535
7330,ENSMUSG00000029536
7331,ENSMUSG00000029538
7332,ENSMUSG00000029541
7333,ENSMUSG00000029544
7334,ENSMUSG00000029545
7335,ENSMUSG00000029546
7336,ENSMUSG00000029547
7337,ENSMUSG00000029550
7338,ENSMUSG00000029551
7339,ENSMUSG00000029552
7340,ENSMUSG00000029553
7341,ENSMUSG00000029554
7342,ENSMUSG00000029556
7343,ENSMUSG00000029557
7344,ENSMUSG00000029559
7345,ENSMUSG00000029560
7346,ENSMUSG00000029561
7347,ENSMUSG00000029563
7348,ENSMUSG00000029564
7349,ENSMUSG00000029569
7350,ENSMUSG00000029570
7351,ENSMUSG00000029571
7352,ENSMUSG00000029575
7353,ENSMUSG00000029576
7354,ENSMUSG00000029577
7355,ENSMUSG00000029578
7356,ENSMUSG00000029580
7357,ENSMUSG00000029581
7358,ENSMUSG00000029586
7359,ENSMUSG00000029587
7360,ENSMUSG00000029591
7361,ENSMUSG00000029592
7362,ENSMUSG00000029594
7363,ENSMUSG00000029595
7364,ENSMUSG00000029596
7365,ENSMUSG00000029597
7366,ENSMUSG00000029598
7367,ENSMUSG00000029599
7368,ENSMUSG00000029600
7369,ENSMUSG00000029601
7370,ENSMUSG00000029602
7371,ENSMUSG00000029603
7372,ENSMUSG00000029607
7373,ENSMUSG00000029608
7374,ENSMUSG00000029610
